row_in_bag,weight
0,0.056918010115623474
1,0.05449608340859413
2,0.05216623470187187
3,0.04992666468024254
4,0.047775473445653915
5,0.045710645616054535
6,0.04373008385300636
7,0.04183163493871689
8,0.040013063699007034
9,0.03827207535505295
10,0.036606356501579285
11,0.035013552755117416
12,0.03349129110574722
13,0.032037194818258286
14,0.03064887225627899
15,0.029323965311050415
16,0.02806011587381363
17,0.0268549881875515
18,0.025706283748149872
19,0.02461174502968788
20,0.023569146171212196
21,0.022576309740543365
22,0.021631119772791862
23,0.020731497555971146
24,0.019875435158610344
25,0.019060973078012466
26,0.018286224454641342
27,0.01754935085773468
28,0.01684858277440071
29,0.01618221588432789
30,0.015548605471849442
31,0.01494617573916912
