row_in_bag,weight
0,0.031427059322595596
1,0.03143872320652008
2,0.03144695609807968
3,0.031451933085918427
4,0.031453799456357956
5,0.0314527302980423
6,0.031448882073163986
7,0.03144242614507675
8,0.03143352270126343
9,0.03142232820391655
10,0.03140901401638985
11,0.03139372169971466
12,0.031376611441373825
13,0.03135782480239868
14,0.03133751079440117
15,0.031315792351961136
16,0.031292811036109924
17,0.03126868978142738
18,0.031243540346622467
19,0.031217481940984726
20,0.03119061142206192
21,0.031163031235337257
22,0.03113483265042305
23,0.03110610507428646
24,0.03107692301273346
25,0.031047362834215164
26,0.0310174822807312
27,0.03098735585808754
28,0.03095703013241291
29,0.03092656470835209
30,0.03089599870145321
31,0.03086538054049015
